Product_name,rating,product_color,user_name,review_title,review_discription,review_dated
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Vinita,Vinita,"product is working fine, and look is really sporty.",22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Pardeep Nanda Sonu,Pardeep Nanda,Valu for monay,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",4.0 out of 5 stars,Black check,Swami M,Working fine,Good Product,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Pastel Shade,Meghana reddy,Good product,"Highly satisfied with the quality, it is very light , same size as given in the description and lovely colour. They provided 2 batteries  along with the product and  2-3 yrs warranty is also available",22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Copper Ring,Nooruddin Friday,Weighing machine.,"It's very beautiful in design an Light weight,I love it.👍worth it People's can buy with minimum price's ✅👍.Material is fine..Accuracy okConnection there's a extra shell on itSize also ok for person.👍",22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Rajmohan kumar,Sporty red,Value for money,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,93 Festive,Sandeep Parjapati,Excellent Product,Working nice as advertised...,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Sarthak,Sporty red,Nice product,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Rajanish M.,Spray red Weighing machine.,Happy experience. Pleasantly surprised.,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Sarbjit singh,Spoty Red,Good product...,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Sayali hande,Sporty red model,Good product,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Anand Chaudhary,Spoty red,Value for money,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",1.0 out of 5 stars,Sporty Red,worst product.,Worst product,The very nxt day itself it's not working. initiated return still none addressed. poor product poor quality n poor service,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Silver,Arjay,Very good,Very good,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",1.0 out of 5 stars,Sporty Red,Amazon Customer,It's not accurate!,Please dont buy this product! The reading is absolutely incorrect,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",1.0 out of 5 stars,Brushed Black,Baalajee R,Very bad quality,Quality is not good it is very thin break easily.,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Premium Customer,Good,It’s the Review after a week.Good and reading is accurate. Easy to use. The topside is looks like glass like material.Recommend product.,22 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Pets Triangle,Good working,Very good working,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",4.0 out of 5 stars,Sporty Red,Sachin,Working fine,Very good product,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",4.0 out of 5 stars,Thunder Hives,Mohammad Riyaz,Good product,Good product,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Silver,RAJ KUMAR.L,Good,V good,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Very pretty,Value of money,Good product and 3 year warranty is there.,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Placeholder,Digital Weighing machine,Nyc product value for money,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",1.0 out of 5 stars,Copper Ring,Amazon Customer,Pathetic Product,Never buy this product. This is very poor quality,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",4.0 out of 5 stars,HD 93,resu karthik,Good,1kg weight differense ... Every measure,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Vikash Bishnoi,Spoty red,Satisfied,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",3.0 out of 5 stars,HD 93,Vishal,Chinese product,"Its size is small, unable to weight any suitcase or luggage bag for, traveling purpose.As per accuracy is concerned - gives different output for multiple attempts for the same thing. Usually diff. Is b/w 50gms to 100gms for a weight of 3-5 kg bars.Also, toughened glass is used, which make the product fragile, If mishandled it can broke.",21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,himanshu,Healthiness sporty red 180kg weight machine,Nice product under price range good color and product,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",1.0 out of 5 stars,Black Pattern,Pathetic product,Poor company,All defective products,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sharp Blue,Karthik Subbulakshmi,Sharp blue,Product is fine,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Shivani S.,Mrs shivani singh,Good product sporty red,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Thunder Hives,The product thunder hive is very good,Thunder hive,It is too good,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Black Fern,Amazon Customer,Value for money,Good product,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Amazon Customer,HealthGinie Sporty Red,good product in this price range.,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",2.0 out of 5 stars,HD 93,Munshi Mahibul Hoque,93black,Good,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",3.0 out of 5 stars,Marbel,Thomson,Good and cost wise,Below 1 kg not showing,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,93 Festive,kavya,93 festive,Good product,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Black check,Vaibhav Chhabra,Black checkered,Value for money,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Nikhil,Spoty rate,Good product,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",4.0 out of 5 stars,Sporty Red,tris,Scooty red,Product is good 👍,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,HD 93,Smitha M,Good usage HD 93,"It's a nice product..  easy to use. Batteries sent r test batteries,  u need to enter new one",21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",1.0 out of 5 stars,Sporty Red,UDAY DANDEKAR,Shows different human weight every minute you use it. No consistency,Shows different human weight every minute you use it. No consistency,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Conroy,Sporty red,East to use.good good good good good good good good good good good for us.good good good good good good,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Nisha T.,Sporty red machine,Price is good . Very helpful,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,kishore,Sporty red model,"Working good , fine product",21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",1.0 out of 5 stars,Sporty Red,imran sargiro,No warranty for this product please don't buy.,"Product stopped working just after 3 months of use, the display is not turning on and no service at all the customer carenumber given in amazon support for the product is dummy and no one is lifting the call  please don't buy this product waste of money.",21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Good to buy,Spotty red,Good,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sharp Blue,IVY Dutta,Sharp blue,Good,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",4.0 out of 5 stars,Sporty Red,Javeed khan,Javerd khan,Working good must buy product,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",4.0 out of 5 stars,Sporty Red,Harsh Mishra,Sporty Red,It's weight is okay,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,Jehirul islam,Sporty red,Value for money,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sporty Red,sukumar ghose,SUKUMAR GHOSE,I satisfied with the product and his functioning.,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Rich Wood,Roucha Kolhapurey,Rich wood,Nice,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Black Pattern,Amazon Customer,Black pattern,Value for money and easy warranty activation.,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",2.0 out of 5 stars,Sporty Red,suvendu biswas,Review of Weight Machine,It's not so good product at all. I never fills a wow feeling being used this product last 1 month.  As I measure weight it shows different weights in different time. Person's weight can't change in every minute.,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Black Fern,Good product,Black ferm,"Good weight balance digital machine, Other option kg to lb is good ...",21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",2.0 out of 5 stars,Sharp Blue,Amazon Customer,Weight not accurate,Accuracy error too much,21 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",1.0 out of 5 stars,Sporty Red,Thrisha,Worst product,Every time shows different readings for same person every minute the reading changes worst product,20 August 2024
"Healthgenie Weight Machine for Body Weight Thick Tempered Glass LCD Display With 3 Years Warranty Weighing Scale (Sporty Red), 180 Kg",5.0 out of 5 stars,Sharp Blue,Siliveru Rambabu,Super,Super,20 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 240 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Amazon Customer,Quality is degrading,Did not like it,23 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Dilip,Quality has just depreciated,The quality of this product is just terrible. You try to tear one and 4 will come out and are all stuck to each other. Don’t order this profuct,22 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,karen,Quality and usefulness,Size and softness. Absorbs well.,22 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,3.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,kanhaiya,अच्छा हैं,अच्छा हैं,22 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 240 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Imran,Not worth,"The media could not be loaded.
                



Worst tissues it's for bathroom not kitchen",15 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Ratan Panda,Kitchen towel,Very good. Soft & absorbent material. Satisfied with the material & purchase.A a a a a a a a,15 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,2.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Amazon Customer,Damaged product,"The media could not be loaded.
                



Of 6 pieces you never know which is damaged unless you start using. Whole roll is torn from the middle.",13 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,3.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Jimmy Mannan,smell not good,I read other reviews that the smell was not good but still gave it a chance.The reviews were right. It smells bad. I can't use it to put food items on it,13 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,2.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,sreedevi,Sree,"Ok product,  ease of cleaning and use,  thickness is good,",13 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Ranjeet Kaur,Quality of the product,"Well overall quality is good but I did not like the way it's opening end was glued to the roll as it was too much and goes upto three to four layers down. It get teared off, means you loose at least three pulls out of sixty.",13 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Amazon Customer,Good quality,Go for it with our second thought,12 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Jeet,Quality of tissue is very poor,"Kitchen tissue quality is very poor, too thin and look like toilet tissue",11 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,suja,bad product,"The media could not be loaded.
                



the item is dusty and dirty. noticed it only after breaking open the cover. hence could not seek for replacement",11 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,3.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Niren,Pricey,Source locally,10 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,vijay kumar,Good,Good,8 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Hariharan,Good,I like it,7 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Mr. Divine,Useful,"Easy to clean, eco friendly, thin n very lightweight.",7 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Revathimeena,good to go,Worthy to buy,6 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,SHENKOO,Old Tissue Very Poor Product cheating in Quality,Old Tissue Very Poor Product cheating in Quality,4 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Manashi Bose,Paper kitchen roll presto,Kitchen presto paper roll is good but your packaging system should be improved that is it should be packed in paper packet as eailier,3 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Smriti Jadoun,Nice,It's worth it.,2 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,PREM NATH PANDAY,Acceptable,Goog,2 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,3.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Bhaskara Reddy,"Bad chemical smell, not good for kitchen or personal use","Recently, I have been getting a bad chemical smell from the tissues. Quality got degraded. Cancelling my subscription.",2 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Suparna,Thick kitchen paper napkins,Thick so does the soaking up process easier and faster. It is soft and cost effective.,1 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,PaviAjith,Nice,Nice,1 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Sameen Siddiq,Useful,"Good quality. Excellent absorbtion, Softness, thickness. Overall sstisfied. Got 2 rolls for 116 rs",1 August 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,VarNan,Good product.,It's good product and does it's job well.  The tissue quality is good.  It eases the cleaning in kitchen and helps a lot.  Over all value for money and great helpful in kitchen for quick cleaning.,30 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Sop,Good product,Value for money,28 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Geeta G,Good Value for Price,Good to have in kitchen. Will buy again.,27 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Jain mathew,Good,Except the packaging everything is alright,25 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 60 Count (Pack of 6)Style Name: Pack of 6Pattern Name: Kitchen Tissue,Amazon Customer sk,Good quality product,"It's good quality, absorbent and handy.",23 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,5.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Syed abuzer,Absorption,"Using them since 2021 , Excellent absorbing capacity. Keeps kitchen slab dry and tidy",23 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,1.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Arun S.,Not for cleaning kitchen,Just can be used as tissue. Not suitable for cleaning purpose.  Waste of money,22 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,4.0 out of 5 stars,Size: 240 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Shashi kapoor,How does the product absorbs the Greece and water.,For cleaning the kitchen top.To take out oil from fried stuff.,22 July 2024
Amazon Brand - Presto! 2 Ply Kitchen Tissue/Towel Paper Roll 360 pulls | 60 pulls X 6 Rolls | soft and highly absorbent | 100% Natural Virgin Cellulose Fiber,2.0 out of 5 stars,Size: 120 count (Pack of 1)Style Name: 2 PlyPattern Name: Kitchen Tissue,Amazon Customer,Cannot term it tissue paper,"Absorbency is so poor, may as well use printer paper to mop up.",20 July 2024
